Divisors		1	1	10	10	10	10	10	10	10	10	10	10	10	100	1	10	10	1	1
Date	Time	version	R-version	BT1	BT2	EB100-EP14-BT3	BT6	BT7	EB100-BT16	EB100-BT18	EB100-BT19	EB100-BT20	EB100-BT21	EB100-BT22	Tot.Int.Add	Alarm number	Calc. Supply	BT1-Average	Relays PCA-Base	Prio
2016-09-17	10:48:38	7641	2	106	253	235	386	528	17	353	363	194	15	218	0	0	247	70	3	20
2016-09-17	10:48:43	7641	2	106	254	236	386	529	17	353	363	193	15	218	0	0	247	70	3	20
2016-09-17	10:48:48	7641	2	106	252	236	387	528	17	353	363	193	14	218	0	0	247	70	3	20
2016-09-17	10:48:53	7641	2	106	252	236	387	529	18	352	364	193	15	218	0	0	247	70	3	20
2016-09-17	10:48:58	7641	2	106	253	236	386	529	18	353	363	193	15	218	0	0	247	70	3	20
2016-09-17	10:49:03	7641	2	106	253	236	387	529	16	352	365	194	16	218	0	0	247	70	3	20
2016-09-17	10:49:08	7641	2	106	253	236	387	528	18	353	365	193	14	218	0	0	247	70	3	20
2016-09-17	10:49:13	7641	2	106	253	236	387	528	19	353	364	193	15	218	0	0	247	70	3	20
2016-09-17	10:49:18	7641	2	106	253	236	388	528	18	353	365	192	17	218	0	0	247	70	3	20
2016-09-17	10:49:23	7641	2	106	252	236	387	528	18	353	364	193	15	218	0	0	247	70	3	20
2016-09-17	10:49:28	7641	2	106	253	236	386	529	17	353	365	193	17	218	0	0	247	70	3	20
2016-09-17	10:49:33	7641	2	106	253	235	387	528	19	354	365	194	16	219	0	0	247	70	3	20
2016-09-17	10:49:38	7641	2	106	253	237	389	529	18	352	363	193	14	218	0	0	247	70	3	20
2016-09-17	10:49:43	7641	2	106	254	237	387	528	18	354	365	193	16	217	0	0	247	70	3	20
2016-09-17	10:49:48	7641	2	106	252	236	388	528	20	352	365	194	15	218	0	0	247	70	3	20
2016-09-17	10:49:53	7641	2	106	252	236	388	529	18	353	364	194	15	218	0	0	247	70	3	20
2016-09-17	10:49:58	7641	2	106	253	235	387	529	18	353	363	193	14	218	0	0	247	70	3	20
2016-09-17	10:50:03	7641	2	106	253	236	388	529	19	354	363	193	16	218	0	0	247	70	3	20
2016-09-17	10:50:08	7641	2	106	253	236	387	529	17	353	365	194	15	219	0	0	247	70	3	20
2016-09-17	10:50:13	7641	2	106	252	236	388	529	17	353	364	194	15	218	0	0	247	70	3	20
2016-09-17	10:50:18	7641	2	106	252	235	388	529	19	353	366	194	14	218	0	0	247	70	3	20
2016-09-17	10:50:23	7641	2	106	252	235	389	529	18	353	365	194	16	217	0	0	247	70	3	20
2016-09-17	10:50:28	7641	2	106	253	236	388	528	18	353	365	193	15	219	0	0	247	70	3	20
2016-09-17	10:50:33	7641	2	106	253	236	389	528	18	353	365	194	15	218	0	0	247	70	3	20
2016-09-17	10:50:38	7641	2	106	253	236	389	528	17	354	366	194	15	218	0	0	247	70	3	20
2016-09-17	10:50:43	7641	2	106	253	235	387	528	16	353	365	194	15	218	0	0	247	70	3	20
2016-09-17	10:50:48	7641	2	106	252	236	388	529	20	353	365	194	15	219	0	0	247	70	3	20
2016-09-17	10:50:53	7641	2	106	252	236	388	528	18	354	364	193	16	218	0	0	247	70	3	20
2016-09-17	10:50:58	7641	2	106	253	236	390	528	19	353	365	194	14	218	0	0	247	70	3	20
2016-09-17	10:51:03	7641	2	106	252	235	388	529	18	354	365	194	14	217	0	0	247	70	3	20
2016-09-17	10:51:08	7641	2	106	253	236	387	529	19	353	365	193	15	219	0	0	247	70	3	20
2016-09-17	10:51:13	7641	2	106	253	236	389	529	17	353	366	193	14	218	0	0	247	70	3	20
2016-09-17	10:51:18	7641	2	106	255	237	390	530	19	353	365	193	14	219	0	0	247	70	3	20
2016-09-17	10:51:23	7641	2	106	253	235	390	529	18	353	366	193	14	219	0	0	247	70	3	20
2016-09-17	10:51:28	7641	2	106	254	236	389	528	18	354	366	194	16	219	0	0	247	70	3	20
2016-09-17	10:51:33	7641	2	106	253	235	389	528	16	354	366	194	15	219	0	0	247	70	3	20
