Divisors		1	1	10	10	10	10	10	10	10	10	10	10	10	100	1	10	10	1	1
Date	Time	version	R-version	BT1	BT2	EB100-EP14-BT3	BT6	BT7	EB100-BT16	EB100-BT18	EB100-BT19	EB100-BT20	EB100-BT21	EB100-BT22	Tot.Int.Add	Alarm number	Calc. Supply	BT1-Average	Relays PCA-Base	Prio
2016-09-14	10:48:40	7641	2	137	238	238	503	524	167	240	350	165	149	231	0	0	231	-32768	2	20
2016-09-14	10:49:04	7641	2	137	239	239	502	523	167	239	349	162	148	231	0	0	200	-32768	2	20
2016-09-14	10:49:09	7641	2	137	238	239	502	523	167	239	350	159	147	232	0	0	200	-32768	6	20
2016-09-14	10:49:14	7641	2	137	239	238	503	522	166	240	350	157	146	232	0	0	200	-32768	2	20
2016-09-14	10:49:19	7641	2	137	238	238	503	524	164	239	350	156	144	233	0	0	200	-32768	2	20
2016-09-14	10:49:24	7641	2	137	238	238	502	523	163	239	349	157	143	232	0	0	200	137	2	20
2016-09-14	10:49:26	7641	2	137	238	238	502	523	161	239	349	155	143	232	0	0	200	137	2	20
2016-09-14	10:49:31	7641	2	137	237	238	502	522	160	239	350	153	141	231	0	0	200	137	2	20
2016-09-14	10:49:36	7641	2	137	238	238	503	523	159	240	349	153	139	232	0	0	200	137	2	20
2016-09-14	10:49:41	7641	2	137	238	237	503	523	158	240	349	153	139	230	0	0	200	137	6	20
2016-09-14	10:49:46	7641	2	138	238	238	503	523	158	239	349	154	138	230	0	0	200	137	2	20
2016-09-14	10:49:51	7641	2	138	237	239	503	524	158	239	350	152	138	228	0	0	200	137	2	20
2016-09-14	10:49:56	7641	2	138	237	237	503	523	157	240	349	151	138	228	0	0	200	137	2	20
2016-09-14	10:50:01	7641	2	138	236	238	503	523	157	240	349	152	138	227	0	0	200	137	2	20
2016-09-14	10:50:06	7641	2	138	235	237	503	523	156	240	349	152	138	227	0	0	200	137	2	20
2016-09-14	10:50:11	7641	2	138	236	237	503	523	156	239	348	153	138	227	0	0	200	137	2	20
2016-09-14	10:50:16	7641	2	138	235	236	503	523	156	240	347	153	137	226	0	0	200	137	6	20
2016-09-14	10:50:21	7641	2	138	235	236	502	523	155	240	349	154	137	226	0	0	200	137	2	20
2016-09-14	10:50:26	7641	2	138	237	237	502	523	155	240	348	154	137	226	0	0	200	137	2	20
2016-09-14	10:50:31	7641	2	138	236	237	503	522	156	239	349	156	137	225	0	0	200	137	2	20
2016-09-14	10:50:36	7641	2	138	235	236	503	523	156	239	349	157	137	225	0	0	200	137	2	20
2016-09-14	10:50:41	7641	2	138	235	236	503	523	156	239	348	157	135	224	0	0	200	137	2	20
2016-09-14	10:50:46	7641	2	138	235	236	502	523	154	240	348	157	137	223	0	0	200	137	2	20
2016-09-14	10:50:51	7641	2	138	235	236	502	523	154	240	348	157	136	222	0	0	200	137	6	20
2016-09-14	10:50:56	7641	2	138	235	236	503	523	155	240	348	157	137	222	0	0	200	137	2	20
2016-09-14	10:51:01	7641	2	138	235	237	503	523	155	240	349	157	136	221	0	0	200	137	2	20
2016-09-14	10:51:06	7641	2	138	235	236	501	523	156	239	348	157	136	222	0	0	200	137	2	20
2016-09-14	10:51:11	7641	2	138	235	236	502	523	156	240	348	159	136	221	0	0	200	137	2	20
2016-09-14	10:51:16	7641	2	138	235	236	502	523	156	240	349	159	137	221	0	0	200	137	2	20
2016-09-14	10:51:21	7641	2	138	235	236	503	523	156	240	348	159	136	221	0	0	200	137	2	20
2016-09-14	10:51:26	7641	2	138	234	236	502	523	156	240	347	160	136	220	0	0	200	137	6	20
2016-09-14	10:51:31	7641	2	138	235	235	502	523	155	240	348	162	138	220	0	0	200	137	2	20
2016-09-14	10:51:36	7641	2	138	234	237	502	523	156	240	347	163	137	220	0	0	200	137	2	20
2016-09-14	10:51:41	7641	2	139	235	236	502	523	156	239	347	162	136	220	0	0	200	137	2	20
2016-09-14	10:51:46	7641	2	139	235	235	502	523	156	239	347	161	137	219	0	0	200	137	2	20
