Divisors		1	1	10	10	10	10	10	10	10	10	10	10	10	100	1	10	10	1	1
Date	Time	version	R-version	BT1	BT2	EB100-EP14-BT3	BT6	BT7	EB100-BT16	EB100-BT18	EB100-BT19	EB100-BT20	EB100-BT21	EB100-BT22	Tot.Int.Add	Alarm number	Calc. Supply	BT1-Average	Relays PCA-Base	Prio
2016-09-15	10:48:39	7641	2	161	236	236	490	531	241	355	425	215	223	220	0	0	228	116	2	30
2016-09-15	10:48:44	7641	2	161	235	236	490	531	241	356	425	215	224	221	0	0	228	116	2	30
2016-09-15	10:48:49	7641	2	161	236	236	490	530	240	355	425	217	223	220	0	0	228	116	2	30
2016-09-15	10:48:54	7641	2	161	236	236	490	530	240	356	424	217	224	220	0	0	228	116	2	30
2016-09-15	10:48:59	7641	2	161	234	237	490	530	241	357	424	217	224	220	0	0	228	116	2	30
2016-09-15	10:49:04	7641	2	161	237	236	490	530	242	355	424	216	225	221	0	0	228	116	2	30
2016-09-15	10:49:09	7641	2	161	236	236	491	531	242	355	425	216	225	221	0	0	228	116	2	30
2016-09-15	10:49:14	7641	2	161	235	235	491	531	242	355	424	216	224	220	0	0	228	116	2	30
2016-09-15	10:49:19	7641	2	161	236	236	490	530	241	355	424	218	223	221	0	0	228	116	2	30
2016-09-15	10:49:24	7641	2	161	235	236	490	531	242	355	425	216	225	221	0	0	228	116	2	30
2016-09-15	10:49:29	7641	2	161	235	236	490	531	241	356	424	217	224	220	0	0	228	116	2	30
2016-09-15	10:49:34	7641	2	161	235	235	490	531	241	356	424	217	224	220	0	0	228	116	2	30
2016-09-15	10:49:39	7641	2	161	235	236	490	530	241	356	424	218	225	220	0	0	228	116	2	30
2016-09-15	10:49:44	7641	2	161	236	237	490	531	242	356	423	217	225	220	0	0	228	116	2	30
2016-09-15	10:49:49	7641	2	161	235	236	490	531	242	355	424	218	224	220	0	0	228	116	2	30
2016-09-15	10:49:54	7641	2	161	235	236	490	530	241	355	423	217	224	220	0	0	228	116	2	30
2016-09-15	10:49:59	7641	2	161	235	236	489	530	242	355	423	218	224	220	0	0	228	116	2	30
2016-09-15	10:50:04	7641	2	161	236	236	489	531	243	356	424	216	225	220	0	0	228	117	2	30
2016-09-15	10:50:09	7641	2	161	235	235	490	531	242	355	423	215	225	220	0	0	228	117	2	30
2016-09-15	10:50:14	7641	2	161	235	236	490	531	242	356	423	217	224	221	0	0	228	117	2	30
2016-09-15	10:50:19	7641	2	161	236	235	489	531	242	356	423	218	226	220	0	0	228	117	2	30
2016-09-15	10:50:24	7641	2	162	236	236	490	530	242	356	424	216	225	222	0	0	228	117	2	30
2016-09-15	10:50:29	7641	2	162	236	235	489	530	242	355	423	216	224	221	0	0	228	117	2	30
2016-09-15	10:50:34	7641	2	162	236	235	489	531	242	355	423	218	224	221	0	0	228	117	2	30
2016-09-15	10:50:39	7641	2	162	235	235	490	530	240	355	423	217	225	221	0	0	228	117	2	30
2016-09-15	10:50:44	7641	2	162	235	236	490	530	242	355	423	217	225	220	0	0	228	117	2	30
2016-09-15	10:50:49	7641	2	162	235	235	490	531	241	355	423	217	224	220	0	0	228	117	2	30
2016-09-15	10:50:54	7641	2	162	235	235	489	531	241	356	423	217	224	221	0	0	228	117	2	30
2016-09-15	10:50:59	7641	2	162	235	236	489	531	241	355	423	217	225	220	0	0	228	117	2	30
2016-09-15	10:51:04	7641	2	162	236	236	488	531	242	355	423	217	225	221	0	0	228	117	2	30
2016-09-15	10:51:09	7641	2	162	235	235	488	531	242	355	423	218	225	221	0	0	228	117	2	30
2016-09-15	10:51:14	7641	2	162	235	236	489	531	241	355	423	217	225	220	0	0	228	117	2	30
2016-09-15	10:51:19	7641	2	162	236	236	489	530	242	355	422	216	225	221	0	0	228	117	2	30
2016-09-15	10:51:24	7641	2	162	235	235	490	531	241	355	423	218	225	220	0	0	228	117	2	30
2016-09-15	10:51:29	7641	2	163	235	236	488	530	241	356	423	217	226	220	0	0	228	117	2	30
2016-09-15	10:51:34	7641	2	163	235	236	489	530	241	356	422	218	224	220	0	0	228	117	2	30
